,calculationType,coordinateId,dataValue,display,displayId,displayValue,geo,geoAbbreviation,geoId,geographicTypeId,groupById,hatchingId,hexValue,id,noDataBreakGroup,noDataId,parentGeo,parentGeoAbbreviation,parentGeoId,populationServed,pwsId,pwsName,stabilityFlag,suppressionFlag,title,year
30,Annual Mean,140,6.00,Less than or equal MCL,2,6.00,Colusa,06011,06011,2,1,-1,#75c376,182702,0,-1,California,CA,06,5625,CA0610002,CITY OF COLUSA,1,0,"Colusa, CA",2015
31,Annual Mean,141,5.00,Less than or equal MCL,2,5.00,Colusa,06011,06011,2,1,-1,#75c376,180166,0,-1,California,CA,06,1323,CA0610003,MAXWELL PUBLIC UTILITY DISTRICT,1,0,"Colusa, CA",2015
32,Annual Mean,176,33.00,Greater than MCL,1,33.00,Contra Costa,06013,06013,2,1,-1,#F28500,158573,0,-1,California,CA,06,45,CA0707602,BEACON WEST,1,0,"Contra Costa, CA",2015
33,Annual Mean,162,9.75,Less than or equal MCL,2,9.75,Contra Costa,06013,06013,2,1,-1,#75c376,210833,0,-1,California,CA,06,225,CA0707573,DELTA MUTUAL WATER COMPANY,1,0,"Contra Costa, CA",2015
34,Annual Mean,180,22.88,Greater than MCL,1,22.88,Contra Costa,06013,06013,2,1,-1,#F28500,126412,0,-1,California,CA,06,49,CA0707615,DOUBLETREE RANCH WATER SYSTEM,1,0,"Contra Costa, CA",2015
35,Annual Mean,155,1.00,Non Detect,3,1.00,Contra Costa,06013,06013,2,1,-1,#000000,193879,0,-1,California,CA,06,250,CA0707547,KNIGHTSEN COMMUNITY WATER SYSTEM,1,0,"Contra Costa, CA",2015
36,Annual Mean,179,1.00,Non Detect,3,1.00,Contra Costa,06013,06013,2,1,-1,#000000,175942,0,-1,California,CA,06,350,CA0707613,WILLOW MOBILE HOME PARK,1,0,"Contra Costa, CA",2015
37,Annual Mean,149,11.00,Greater than MCL,1,11.00,Contra Costa,06013,06013,2,1,-1,#F28500,266856,0,-1,California,CA,06,380,CA0707507,WILLOW PARK MARINA,1,0,"Contra Costa, CA",2015
38,Annual Mean,195,1.00,Non Detect,3,1.00,Del Norte,06015,06015,2,1,-1,#000000,263644,0,-1,California,CA,06,250,CA0800552,NORTHCREST TRAILER CITY,1,0,"Del Norte, CA",2015
39,Annual Mean,204,1.00,Non Detect,3,1.00,Del Norte,06015,06015,2,1,-1,#000000,158101,0,-1,California,CA,06,100,CA0800800,PINE GROVE TRAILER PARK,1,0,"Del Norte, CA",2015
40,Annual Mean,210,12.25,Greater than MCL,1,12.25,El Dorado,06017,06017,2,1,-1,#F28500,241663,0,-1,California,CA,06,100,CA0900102,GOLD BEACH PARK,1,0,"El Dorado, CA",2015
41,Annual Mean,221,1.00,Non Detect,3,1.00,El Dorado,06017,06017,2,1,-1,#000000,134598,0,-1,California,CA,06,29500,CA0910002,SOUTH TAHOE PUD - MAIN,1,0,"El Dorado, CA",2015
42,Annual Mean,362,1.43,Less than or equal MCL,2,1.43,Fresno,06019,06019,2,1,-1,#75c376,184237,0,-1,California,CA,06,8866,CA1010001,BAKMAN WATER COMPANY,1,0,"Fresno, CA",2015
43,Annual Mean,337,30.00,Greater than MCL,1,30.00,Fresno,06019,06019,2,1,-1,#F28500,193854,0,-1,California,CA,06,50,CA1009051,"CANTUA CREEK VINEYARDS, IV, LLC.",1,0,"Fresno, CA",2015
44,Annual Mean,384,13.83,Greater than MCL,1,13.83,Fresno,06019,06019,2,1,-1,#F28500,200184,0,-1,California,CA,06,2497,CA1010039,CARUTHERS COMM SERV DIST,1,0,"Fresno, CA",2015
45,Annual Mean,363,1.00,Non Detect,3,1.00,Fresno,06019,06019,2,1,-1,#000000,177125,0,-1,California,CA,06,103871,CA1010003,CITY OF CLOVIS,1,0,"Fresno, CA",2015
46,Annual Mean,374,1.00,Non Detect,3,1.00,Fresno,06019,06019,2,1,-1,#000000,227847,0,-1,California,CA,06,9780,CA1010023,CITY OF ORANGE COVE,1,0,"Fresno, CA",2015
47,Annual Mean,364,1.00,Non Detect,3,1.00,Fresno,06019,06019,2,1,-1,#000000,160277,0,-1,California,CA,06,19362,CA1010004,COALINGA-CITY,1,0,"Fresno, CA",2015
48,Annual Mean,276,2.40,Less than or equal MCL,2,2.40,Fresno,06019,06019,2,1,-1,#75c376,243501,0,-1,California,CA,06,80,CA1000248,DOUBLE L MOBILE RANCH PARK,1,0,"Fresno, CA",2015
49,Annual Mean,241,2.00,Less than or equal MCL,2,2.00,Fresno,06019,06019,2,1,-1,#75c376,231356,0,-1,California,CA,06,155,CA1000039,FCSA #10/CUMORAH KNOLLS,1,0,"Fresno, CA",2015
50,Annual Mean,240,1.70,Less than or equal MCL,2,1.70,Fresno,06019,06019,2,1,-1,#75c376,175435,0,-1,California,CA,06,135,CA1000023,FCSA #14/BELMONT MANOR,1,0,"Fresno, CA",2015
51,Annual Mean,298,2.50,Less than or equal MCL,2,2.50,Fresno,06019,06019,2,1,-1,#75c376,197498,0,-1,California,CA,06,250,CA1000359,FCSA #32/CANTUA CREEK,1,0,"Fresno, CA",2015
52,Annual Mean,313,1.00,Non Detect,3,1.00,Fresno,06019,06019,2,1,-1,#000000,241738,0,-1,California,CA,06,627,CA1000484,FCSA #34/ MILLERTON NEW TOWN,1,0,"Fresno, CA",2015
53,Annual Mean,319,1.00,Non Detect,3,1.00,Fresno,06019,06019,2,1,-1,#000000,256034,0,-1,California,CA,06,225,CA1000551,FCSA #43/RAISIN CITY,1,0,"Fresno, CA",2015
54,Annual Mean,388,2.10,Less than or equal MCL,2,2.10,Fresno,06019,06019,2,1,-1,#75c376,171945,0,-1,California,CA,06,860,CA1010051,FCWWD #18/FRIANT,1,0,"Fresno, CA",2015
55,Annual Mean,244,3.39,Less than or equal MCL,2,3.39,Fresno,06019,06019,2,1,-1,#75c376,137341,0,-1,California,CA,06,69,CA1000042,FCWWD #40/SHAVER SPRINGS,1,0,"Fresno, CA",2015
56,Annual Mean,369,1.00,Non Detect,3,1.00,Fresno,06019,06019,2,1,-1,#000000,203421,0,-1,California,CA,06,2170,CA1010017,FCWWD #41/SHAVER LAKE,1,0,"Fresno, CA",2015
57,Annual Mean,260,1.90,Less than or equal MCL,2,1.90,Fresno,06019,06019,2,1,-1,#75c376,164666,0,-1,California,CA,06,343,CA1000078,FCWWD #42/ALLUVIAL & FANCHER,1,0,"Fresno, CA",2015
58,Annual Mean,365,3.88,Less than or equal MCL,2,3.88,Fresno,06019,06019,2,1,-1,#75c376,201691,0,-1,California,CA,06,7619,CA1010005,FIREBAUGH CITY,1,0,"Fresno, CA",2015
59,Annual Mean,304,1.00,Non Detect,3,1.00,Fresno,06019,06019,2,1,-1,#000000,135592,0,-1,California,CA,06,40,CA1000407,GEORGE COX WATER SYSTEM,1,0,"Fresno, CA",2015
60,Annual Mean,360,1.00,Non Detect,3,1.00,Fresno,06019,06019,2,1,-1,#000000,181407,0,-1,California,CA,06,50,CA1009281,HAMMONDS RANCH,1,0,"Fresno, CA",2015
61,Annual Mean,368,1.00,Non Detect,3,1.00,Fresno,06019,06019,2,1,-1,#000000,219485,0,-1,California,CA,06,2781,CA1010013,"HUME LAKE CHRISTIAN CAMPS, INC",1,0,"Fresno, CA",2015
62,Annual Mean,386,1.00,Non Detect,3,1.00,Fresno,06019,06019,2,1,-1,#000000,152191,0,-1,California,CA,06,7306,CA1010044,"HURON, CITY OF",1,0,"Fresno, CA",2015
63,Annual Mean,288,1.00,Non Detect,3,1.00,Fresno,06019,06019,2,1,-1,#000000,149884,0,-1,California,CA,06,120,CA1000295,KINGS PARK APARTMENTS,1,0,"Fresno, CA",2015
64,Annual Mean,371,2.86,Less than or equal MCL,2,2.86,Fresno,06019,06019,2,1,-1,#75c376,225813,0,-1,California,CA,06,11504,CA1010019,"KINGSBURG, CITY OF",1,0,"Fresno, CA",2015
65,Annual Mean,256,27.00,Greater than MCL,1,27.00,Fresno,06019,06019,2,1,-1,#F28500,259020,0,-1,California,CA,06,160,CA1000071,LAKEVIEW IMPROVEMENT ASSOICATION #1,1,0,"Fresno, CA",2015
66,Annual Mean,246,17.13,Greater than MCL,1,17.13,Fresno,06019,06019,2,1,-1,#F28500,170427,0,-1,California,CA,06,660,CA1000053,LANARE COMMUNITY SERVICES DIST,1,0,"Fresno, CA",2015
67,Annual Mean,385,2.70,Less than or equal MCL,2,2.70,Fresno,06019,06019,2,1,-1,#75c376,165108,0,-1,California,CA,06,1500,CA1010042,MALAGA COUNTY WATER DISTRICT,1,0,"Fresno, CA",2015
68,Annual Mean,282,1.10,Less than or equal MCL,2,1.10,Fresno,06019,06019,2,1,-1,#75c376,224356,0,-1,California,CA,06,49,CA1000265,MARY LOU MOBILE HOME PARK,1,0,"Fresno, CA",2015
69,Annual Mean,312,1.00,Non Detect,3,1.00,Fresno,06019,06019,2,1,-1,#000000,201591,0,-1,California,CA,06,40,CA1000472,PG&E HELMS SUPPORT FACILITY,1,0,"Fresno, CA",2015
70,Annual Mean,335,1.00,Non Detect,3,1.00,Fresno,06019,06019,2,1,-1,#000000,166757,0,-1,California,CA,06,25,CA1009035,PILIBOS BROTHERS RANCH,1,0,"Fresno, CA",2015
71,Annual Mean,344,3.50,Less than or equal MCL,2,3.50,Fresno,06019,06019,2,1,-1,#75c376,131330,0,-1,California,CA,06,110,CA1009120,RAU DAIRY,1,0,"Fresno, CA",2015
72,Annual Mean,378,1.00,Non Detect,3,1.00,Fresno,06019,06019,2,1,-1,#000000,196061,0,-1,California,CA,06,24842,CA1010027,"REEDLEY, CITY OF",1,0,"Fresno, CA",2015
73,Annual Mean,379,5.05,Less than or equal MCL,2,5.05,Fresno,06019,06019,2,1,-1,#75c376,126344,0,-1,California,CA,06,3145,CA1010028,RIVERDALE PUBLIC UTILITY DISTRICT,1,0,"Fresno, CA",2015
74,Annual Mean,359,1.00,Non Detect,3,1.00,Fresno,06019,06019,2,1,-1,#000000,186736,0,-1,California,CA,06,40,CA1009258,SAN ANDREAS FARMS,1,0,"Fresno, CA",2015
75,Annual Mean,343,1.00,Non Detect,3,1.00,Fresno,06019,06019,2,1,-1,#000000,211627,0,-1,California,CA,06,126,CA1009111,SCE/BIG CREEK POWERHOUSE #1,1,0,"Fresno, CA",2015
76,Annual Mean,273,1.00,Non Detect,3,1.00,Fresno,06019,06019,2,1,-1,#000000,172257,0,-1,California,CA,06,160,CA1000244,SHADY LAKES MOBILE HOME PARK,1,0,"Fresno, CA",2015
77,Annual Mean,255,1.00,Non Detect,3,1.00,Fresno,06019,06019,2,1,-1,#000000,168007,0,-1,California,CA,06,345,CA1000069,SHAVER LAKE HEIGHTS PROP ASSN,1,0,"Fresno, CA",2015
78,Annual Mean,257,60.87,Greater than MCL,1,60.87,Fresno,06019,06019,2,1,-1,#F28500,242772,0,-1,California,CA,06,202,CA1000072,SHAVER LAKE POINT #2,1,0,"Fresno, CA",2015
79,Annual Mean,275,1.00,Non Detect,3,1.00,Fresno,06019,06019,2,1,-1,#000000,143735,0,-1,California,CA,06,137,CA1000247,SHERWOOD FOREST MHP,1,0,"Fresno, CA",2015
80,Annual Mean,356,1.00,Non Detect,3,1.00,Fresno,06019,06019,2,1,-1,#000000,209877,0,-1,California,CA,06,42,CA1009232,SUMNER PECK RANCH,1,0,"Fresno, CA",2015
81,Annual Mean,355,2.40,Less than or equal MCL,2,2.40,Fresno,06019,06019,2,1,-1,#75c376,185748,0,-1,California,CA,06,40,CA1009222,TERRA LINDA FARMS,1,0,"Fresno, CA",2015
82,Annual Mean,291,1.70,Less than or equal MCL,2,1.70,Fresno,06019,06019,2,1,-1,#75c376,211192,0,-1,California,CA,06,300,CA1000299,THREE PALMS MOBILEHOME PARK,1,0,"Fresno, CA",2015
83,Annual Mean,347,1.00,Non Detect,3,1.00,Fresno,06019,06019,2,1,-1,#000000,262803,0,-1,California,CA,06,70,CA1009172,VAQUERO FARMS,1,0,"Fresno, CA",2015
84,Annual Mean,353,1.00,Non Detect,3,1.00,Fresno,06019,06019,2,1,-1,#000000,171409,0,-1,California,CA,06,25,CA1009214,WESTSIDE HARVESTING,1,0,"Fresno, CA",2015
85,Annual Mean,300,34.20,Greater than MCL,1,34.20,Fresno,06019,06019,2,1,-1,#F28500,212500,0,-1,California,CA,06,139,CA1000369,ZONNEVELD DAIRY - CEDAR,1,0,"Fresno, CA",2015
86,Annual Mean,397,4.00,Less than or equal MCL,2,4.00,Glenn,06021,06021,2,1,-1,#75c376,148165,0,-1,California,CA,06,100,CA1100203,ARTOIS COMMUNITY S.D.,1,0,"Glenn, CA",2015
87,Annual Mean,411,3.34,Less than or equal MCL,2,3.34,Glenn,06021,06021,2,1,-1,#75c376,131403,0,-1,California,CA,06,7035,CA1110003,CAL-WATER SERVICE CO.-WILLOWS,1,0,"Glenn, CA",2015
88,Annual Mean,409,1.00,Non Detect,3,1.00,Glenn,06021,06021,2,1,-1,#000000,145218,0,-1,California,CA,06,7626,CA1110001,CITY OF ORLAND,1,0,"Glenn, CA",2015
89,Annual Mean,398,1.00,Non Detect,3,1.00,Glenn,06021,06021,2,1,-1,#000000,148312,0,-1,California,CA,06,150,CA1100237,WILLOWS MOBILE HOME COMMUNITY & RV PARK,1,0,"Glenn, CA",2015
90,Annual Mean,427,1.00,Non Detect,3,1.00,Humboldt,06023,06023,2,1,-1,#000000,136213,0,-1,California,CA,06,140,CA1200592,BIG LAGOON CSD,1,0,"Humboldt, CA",2015
91,Annual Mean,452,1.00,Non Detect,3,1.00,Humboldt,06023,06023,2,1,-1,#000000,238559,0,-1,California,CA,06,1500,CA1210011,REDWAY C.S.D.,1,0,"Humboldt, CA",2015
92,Annual Mean,451,1.00,Non Detect,3,1.00,Humboldt,06023,06023,2,1,-1,#000000,258881,0,-1,California,CA,06,850,CA1210010,"SCOTIA, TOWN OF,  LLC",1,0,"Humboldt, CA",2015
93,Annual Mean,458,1.00,Non Detect,3,1.00,Humboldt,06023,06023,2,1,-1,#000000,254731,0,-1,California,CA,06,1000,CA1210018,"TRINIDAD, CITY OF",1,0,"Humboldt, CA",2015
94,Annual Mean,559,1.00,Non Detect,3,1.00,Inyo,06027,06027,2,1,-1,#000000,212056,0,-1,California,CA,06,250,CA1410800,CDF - OWENS VALLEY CONSERVATION CORP,1,0,"Inyo, CA",2015
95,Annual Mean,524,24.53,Greater than MCL,1,24.53,Inyo,06027,06027,2,1,-1,#F28500,199176,0,-1,California,CA,06,60,CA1400037,FOOTHILL MOBILE HOME PARK,1,0,"Inyo, CA",2015
96,Annual Mean,551,1.00,Non Detect,3,1.00,Inyo,06027,06027,2,1,-1,#000000,177425,0,-1,California,CA,06,900,CA1410007,HIGHLAND MOBILE HOME PARK,1,0,"Inyo, CA",2015
97,Annual Mean,549,1.00,Non Detect,3,1.00,Inyo,06027,06027,2,1,-1,#000000,146364,0,-1,California,CA,06,1030,CA1410005,INDIAN CREEK CSD,1,0,"Inyo, CA",2015
98,Annual Mean,537,2.20,Less than or equal MCL,2,2.20,Inyo,06027,06027,2,1,-1,#75c376,245887,0,-1,California,CA,06,640,CA1400111,MEADOWCREEK MUTUAL WATER COMPANY,1,0,"Inyo, CA",2015
99,Annual Mean,557,4.04,Less than or equal MCL,2,4.04,Inyo,06027,06027,2,1,-1,#75c376,177433,0,-1,California,CA,06,150,CA1410505,"NPS - DEATH VALLEY, FURNACE CREEK",1,0,"Inyo, CA",2015
100,Annual Mean,516,1.00,Non Detect,3,1.00,Inyo,06027,06027,2,1,-1,#000000,138675,0,-1,California,CA,06,90,CA1400026,RAWSON CREEK MUTUAL WATER COMPANY,1,0,"Inyo, CA",2015
101,Annual Mean,507,1.00,Non Detect,3,1.00,Inyo,06027,06027,2,1,-1,#000000,221171,0,-1,California,CA,06,175,CA1400002,STARLITE COMMUNITY SERVICE DISTRICT,1,0,"Inyo, CA",2015
102,Annual Mean,714,11.00,Greater than MCL,1,11.00,Kern,06029,06029,2,1,-1,#F28500,220529,0,-1,California,CA,06,44,CA1502744,60TH STREET ASSOC. WATER SYSTEM,1,0,"Kern, CA",2015
103,Annual Mean,603,5.38,Less than or equal MCL,2,5.38,Kern,06029,06029,2,1,-1,#75c376,203352,0,-1,California,CA,06,172,CA1500405,"AERIAL ACRES WATER COMPANY, INC.",1,0,"Kern, CA",2015
104,Annual Mean,651,1.00,Non Detect,3,1.00,Kern,06029,06029,2,1,-1,#000000,135121,0,-1,California,CA,06,42,CA1500543,AGAPE MUTUAL WATER SYSTEM,1,0,"Kern, CA",2015
105,Annual Mean,643,7.60,Less than or equal MCL,2,7.60,Kern,06029,06029,2,1,-1,#75c376,202665,0,-1,California,CA,06,38,CA1500518,AGBAYANI VILLAGE WATER SYSTEM,1,0,"Kern, CA",2015
106,Annual Mean,632,8.35,Less than or equal MCL,2,8.35,Kern,06029,06029,2,1,-1,#75c376,164659,0,-1,California,CA,06,60,CA1500485,ANTELOPE VALLEY MOBILE ESTATES,1,0,"Kern, CA",2015
107,Annual Mean,756,3.76,Less than or equal MCL,2,3.76,Kern,06029,06029,2,1,-1,#75c376,156974,0,-1,California,CA,06,138309,CA1510031,"BAKERSFIELD, CITY OF",1,0,"Kern, CA",2015
108,Annual Mean,761,1.65,Less than or equal MCL,2,1.65,Kern,06029,06029,2,1,-1,#75c376,237595,0,-1,California,CA,06,6157,CA1510038,BEAR VALLEY CSD,1,0,"Kern, CA",2015
109,Annual Mean,729,36.64,Greater than MCL,1,36.64,Kern,06029,06029,2,1,-1,#F28500,137098,0,-1,California,CA,06,2253,CA1510002,BORON CSD,1,0,"Kern, CA",2015
110,Annual Mean,645,16.88,Greater than MCL,1,16.88,Kern,06029,06029,2,1,-1,#F28500,130550,0,-1,California,CA,06,28,CA1500521,BOULDER CANYON WATER ASSOCIATION,1,0,"Kern, CA",2015
111,Annual Mean,584,2.50,Less than or equal MCL,2,2.50,Kern,06029,06029,2,1,-1,#75c376,177303,0,-1,California,CA,06,45,CA1500336,BURLANDO HEIGHTS MUTUAL WATER CO.,1,0,"Kern, CA",2015
112,Annual Mean,758,2.56,Less than or equal MCL,2,2.56,Kern,06029,06029,2,1,-1,#75c376,171294,0,-1,California,CA,06,5286,CA1510033,CAL WATER SERVICE CO-KERNVILLE SYSTEM,1,0,"Kern, CA",2015
113,Annual Mean,616,5.60,Less than or equal MCL,2,5.60,Kern,06029,06029,2,1,-1,#75c376,229629,0,-1,California,CA,06,394,CA1500443,CANYON MEADOWS MUTUAL WATER,1,0,"Kern, CA",2015
114,Annual Mean,731,6.90,Less than or equal MCL,2,6.90,Kern,06029,06029,2,1,-1,#75c376,220458,0,-1,California,CA,06,900,CA1510004,"CASA LOMA WATER CO, INC.",1,0,"Kern, CA",2015
115,Annual Mean,662,2.60,Less than or equal MCL,2,2.60,Kern,06029,06029,2,1,-1,#75c376,145885,0,-1,California,CA,06,59,CA1500563,CHINA LAKE ACRES MUTUAL WATER COMPANY,1,0,"Kern, CA",2015
116,Annual Mean,730,3.31,Less than or equal MCL,2,3.31,Kern,06029,06029,2,1,-1,#75c376,239907,0,-1,California,CA,06,246371,CA1510003,CWS - BAKERSFIELD,1,0,"Kern, CA",2015
117,Annual Mean,769,0.96,Less than or equal MCL,2,0.96,Kern,06029,06029,2,1,-1,#75c376,128203,0,-1,California,CA,06,686,CA1510049,CWS - LAKELAND,1,0,"Kern, CA",2015
118,Annual Mean,774,3.80,Less than or equal MCL,2,3.80,Kern,06029,06029,2,1,-1,#75c376,139018,0,-1,California,CA,06,24167,CA1510055,CWS - NORTH GARDEN,1,0,"Kern, CA",2015
119,Annual Mean,762,4.32,Less than or equal MCL,2,4.32,Kern,06029,06029,2,1,-1,#75c376,199104,0,-1,California,CA,06,2957,CA1510039,CWS SOUTHLAKE SQUIRREL VALLEY SYSTEM,1,0,"Kern, CA",2015
120,Annual Mean,732,1.94,Less than or equal MCL,2,1.94,Kern,06029,06029,2,1,-1,#75c376,166258,0,-1,California,CA,06,49800,CA1510005,"DELANO, CITY OF",1,0,"Kern, CA",2015
121,Annual Mean,681,8.83,Less than or equal MCL,2,8.83,Kern,06029,06029,2,1,-1,#75c376,227654,0,-1,California,CA,06,115,CA1502247,DESERT BREEZE MOBILE HOME ESTATES,1,0,"Kern, CA",2015
122,Annual Mean,709,3.25,Less than or equal MCL,2,3.25,Kern,06029,06029,2,1,-1,#75c376,226382,0,-1,California,CA,06,100,CA1502690,"DUNE 3 MUTUAL WATER COMPANY, LLC",1,0,"Kern, CA",2015
123,Annual Mean,656,1.00,Non Detect,3,1.00,Kern,06029,06029,2,1,-1,#000000,234737,0,-1,California,CA,06,87,CA1500554,EAST INYOKERN MUTUAL WATER,1,0,"Kern, CA",2015
124,Annual Mean,733,6.25,Less than or equal MCL,2,6.25,Kern,06029,06029,2,1,-1,#75c376,245803,0,-1,California,CA,06,26000,CA1510006,EAST NILES CSD,1,0,"Kern, CA",2015
125,Annual Mean,776,7.66,Less than or equal MCL,2,7.66,Kern,06029,06029,2,1,-1,#75c376,175960,0,-1,California,CA,06,11004,CA1510701,EDWARDS AFB - MAIN BASE,1,0,"Kern, CA",2015
